date,continent,cases,deaths,new_cases,new_deaths
2020-11-05,North America,11591806.0,355935.0,141370.0,1798.0
2020-11-06,North America,11735096.0,357852.0,143290.0,1917.0
2020-11-07,North America,11877201.0,359517.0,142105.0,1665.0
2020-11-08,North America,12004258.0,360393.0,127057.0,876.0
2020-11-09,North America,12138094.0,361499.0,133836.0,1106.0
2020-11-10,North America,12292848.0,363660.0,154754.0,2161.0
2020-11-11,North America,12455073.0,365805.0,162225.0,2145.0
2020-11-12,North America,12634964.0,367757.0,179891.0,1952.0
2020-11-13,North America,12830626.0,369668.0,195662.0,1911.0
2020-11-14,North America,13012785.0,371789.0,182159.0,2121.0
2020-11-15,North America,13159526.0,372945.0,146741.0,1156.0
2020-11-16,North America,13334900.0,374232.0,175374.0,1287.0
2020-11-17,North America,13508959.0,376232.0,174059.0,2000.0
2020-11-18,North America,13694572.0,378854.0,185613.0,2622.0
2020-11-19,North America,13899966.0,381637.0,205394.0,2783.0
2020-11-20,North America,14113767.0,384443.0,213801.0,2806.0
2020-11-21,North America,14308968.0,386721.0,195201.0,2278.0
2020-11-22,North America,14472233.0,388137.0,163265.0,1416.0
2020-11-23,North America,14666367.0,389654.0,194134.0,1517.0
2020-11-24,North America,14861552.0,392755.0,195185.0,3101.0
2020-11-25,North America,15065338.0,396000.0,203786.0,3245.0
2020-11-26,North America,15197680.0,398179.0,132342.0,2179.0
2020-11-27,North America,15428863.0,400507.0,231183.0,2328.0
2020-11-28,North America,15604865.0,402569.0,176002.0,2062.0
2020-11-29,North America,15759223.0,403922.0,154358.0,1353.0
2020-11-30,North America,15939196.0,405737.0,179973.0,1815.0
2020-12-01,North America,16145224.0,409227.0,206028.0,3490.0
2020-12-02,North America,16371506.0,413005.0,226282.0,3778.0
2020-12-03,North America,16619210.0,416750.0,247704.0,3745.0
2020-12-04,North America,16876076.0,420309.0,256866.0,3559.0
2020-12-05,North America,17114291.0,423383.0,238215.0,3074.0
2020-12-06,North America,17313467.0,425121.0,199176.0,1738.0
2020-12-07,North America,17528118.0,427307.0,214651.0,2186.0
2020-12-08,North America,17775223.0,430898.0,247105.0,3591.0
2020-12-09,North America,18022428.0,435068.0,247205.0,4170.0
2020-12-10,North America,18279437.0,438952.0,257009.0,3884.0
2020-12-11,North America,18544454.0,443270.0,265017.0,4318.0
2020-12-12,North America,18785606.0,446582.0,241152.0,3312.0
2020-12-13,North America,18992475.0,448599.0,206869.0,2017.0
2020-12-14,North America,19206864.0,450849.0,214389.0,2250.0
2020-12-15,North America,19438889.0,455003.0,232025.0,4154.0
2020-12-16,North America,19709115.0,459554.0,270226.0,4551.0
2020-12-17,North America,19974165.0,464047.0,265050.0,4493.0
2020-12-18,North America,20251704.0,467978.0,277539.0,3931.0
2020-12-19,North America,20467690.0,471436.0,215986.0,3458.0
2020-12-20,North America,20674001.0,473652.0,206311.0,2216.0
2020-12-21,North America,20891927.0,476203.0,217926.0,2551.0
2020-12-22,North America,21115540.0,480748.0,223613.0,4545.0
2020-12-23,North America,21370324.0,485224.0,254784.0,4476.0
2020-12-24,North America,21590753.0,489239.0,220429.0,4015.0
2020-12-25,North America,21705555.0,491457.0,114802.0,2218.0
2020-12-26,North America,21943667.0,493677.0,238112.0,2220.0
2020-12-27,North America,22119816.0,495686.0,176149.0,2009.0
2020-12-28,North America,22314111.0,498407.0,194295.0,2721.0
2020-12-29,North America,22543792.0,503341.0,229681.0,4934.0
2020-12-30,North America,22806842.0,508351.0,263050.0,5010.0
2020-12-31,North America,23070638.0,512956.0,263796.0,4605.0
2021-01-01,North America,23242701.0,515932.0,172063.0,2976.0
2021-01-02,North America,23557443.0,518951.0,314742.0,3019.0
2021-01-03,North America,23790933.0,520943.0,233490.0,1992.0
2021-01-04,North America,24000517.0,523938.0,209584.0,2995.0
2021-01-05,North America,24261250.0,528960.0,260733.0,5022.0
2021-01-06,North America,24547973.0,534324.0,286723.0,5364.0
2021-01-07,North America,24856662.0,539631.0,308689.0,5307.0
2021-01-08,North America,25183997.0,545081.0,327335.0,5450.0
2021-01-09,North America,25478484.0,549781.0,294487.0,4700.0
2021-01-10,North America,25714990.0,552477.0,236506.0,2696.0
2021-01-11,North America,25953422.0,555486.0,238432.0,3009.0
2021-01-12,North America,26211173.0,561589.0,257751.0,6103.0
2021-01-13,North America,26473934.0,567164.0,262761.0,5575.0
2021-01-14,North America,26741609.0,572442.0,267675.0,5278.0
2021-01-15,North America,27019736.0,577717.0,278127.0,5275.0
2021-01-16,North America,27256506.0,582575.0,236770.0,4858.0
2021-01-17,North America,27457453.0,585173.0,200947.0,2598.0
2021-01-18,North America,27622282.0,587526.0,164829.0,2353.0
2021-01-19,North America,27830947.0,592138.0,208665.0,4612.0
2021-01-20,North America,28047883.0,598412.0,216936.0,6274.0
2021-01-21,North America,28277640.0,604695.0,229757.0,6283.0
2021-01-22,North America,28502276.0,610288.0,224636.0,5593.0
2021-01-23,North America,28704746.0,615339.0,202470.0,5051.0
2021-01-24,North America,28856424.0,617971.0,151678.0,2632.0
2021-01-25,North America,29028503.0,620857.0,172079.0,2886.0
2021-01-26,North America,29204083.0,626880.0,175580.0,6023.0
2021-01-27,North America,29387305.0,632695.0,183222.0,5815.0
2021-01-28,North America,29585858.0,638575.0,198553.0,5880.0
2021-01-29,North America,29780731.0,643923.0,194873.0,5348.0
2021-01-30,North America,29948943.0,648452.0,168212.0,4529.0
2021-01-31,North America,30076984.0,650951.0,128041.0,2499.0
2021-02-01,North America,30226836.0,653810.0,149852.0,2859.0
2021-02-02,North America,30355549.0,657887.0,128713.0,4077.0
2021-02-03,North America,30499848.0,663761.0,144299.0,5874.0
2021-02-04,North America,30634271.0,667759.0,134423.0,3998.0
2021-02-05,North America,30805464.0,674762.0,171193.0,7003.0
2021-02-06,North America,30931693.0,679119.0,126229.0,4357.0
2021-02-07,North America,31034785.0,681141.0,103092.0,2022.0
2021-02-08,North America,31137740.0,683491.0,102955.0,2350.0
2021-02-09,North America,31251499.0,688504.0,113759.0,5013.0
2021-02-10,North America,31366497.0,693349.0,114998.0,4845.0
2021-02-11,North America,31492062.0,698250.0,125565.0,4901.0
2021-02-12,North America,31610093.0,702685.0,118031.0,4435.0
2021-02-13,North America,31715730.0,706272.0,105637.0,3587.0
2021-02-14,North America,31790377.0,707974.0,74647.0,1702.0
2021-02-15,North America,31853946.0,709525.0,63569.0,1551.0
2021-02-16,North America,31934439.0,712779.0,80493.0,3254.0
2021-02-17,North America,32020829.0,716390.0,86390.0,3611.0
2021-02-18,North America,32108523.0,720149.0,87694.0,3759.0
2021-02-19,North America,32203694.0,723816.0,95171.0,3667.0
2021-02-20,North America,32290199.0,726599.0,86505.0,2783.0
2021-02-21,North America,32357042.0,728284.0,66843.0,1685.0
2021-02-22,North America,32423217.0,730193.0,66175.0,1909.0
2021-02-23,North America,32511704.0,733853.0,88487.0,3660.0
2021-02-24,North America,32602834.0,738185.0,91130.0,4332.0
2021-02-25,North America,32696106.0,741646.0,93272.0,3461.0
2021-02-26,North America,32788405.0,744612.0,92299.0,2966.0
2021-02-27,North America,32867144.0,747047.0,78739.0,2435.0
2021-02-28,North America,32926793.0,748694.0,59649.0,1647.0
2021-03-01,North America,32994984.0,750753.0,68191.0,2059.0
2021-03-02,North America,33067284.0,753844.0,72300.0,3091.0
2021-03-03,North America,33149403.0,757352.0,82119.0,3508.0
2021-03-04,North America,33232016.0,760227.0,82613.0,2875.0
2021-03-05,North America,33311902.0,762822.0,79886.0,2595.0
2021-03-06,North America,33383311.0,765185.0,71409.0,2363.0
2021-03-07,North America,33433408.0,766217.0,50097.0,1032.0
2021-03-08,North America,33487695.0,767375.0,54287.0,1158.0
2021-03-09,North America,33560622.0,770167.0,72927.0,2792.0
2021-03-10,North America,33632778.0,772537.0,72156.0,2370.0
2021-03-11,North America,33709463.0,774864.0,76685.0,2327.0
2021-03-12,North America,33786625.0,777239.0,77162.0,2375.0
2021-03-13,North America,33851989.0,778951.0,65364.0,1712.0
2021-03-14,North America,33898408.0,779810.0,46419.0,859.0
2021-03-15,North America,33963457.0,780900.0,65049.0,1090.0
2021-03-16,North America,34027090.0,782360.0,63633.0,1460.0
2021-03-17,North America,34100591.0,784493.0,73501.0,2133.0
2021-03-18,North America,34175560.0,786945.0,74969.0,2452.0
2021-03-19,North America,34252868.0,788822.0,77308.0,1877.0
2021-03-20,North America,34321569.0,790261.0,68701.0,1439.0
2021-03-21,North America,34363806.0,790978.0,42237.0,717.0
2021-03-22,North America,34424880.0,791999.0,61074.0,1021.0
2021-03-23,North America,34493386.0,793788.0,68506.0,1789.0
2021-03-24,North America,34594146.0,795964.0,100760.0,2176.0
2021-03-25,North America,34676537.0,798044.0,82391.0,2080.0
2021-03-26,North America,34769887.0,799962.0,93350.0,1918.0
2021-03-27,North America,34845677.0,801396.0,75790.0,1434.0
2021-03-28,North America,34897711.0,802163.0,52034.0,767.0
2021-03-29,North America,34977054.0,803157.0,79343.0,994.0
2021-03-30,North America,35051972.0,804941.0,74918.0,1784.0
2021-03-31,North America,35136720.0,806723.0,84748.0,1782.0
2021-04-01,North America,35231009.0,808341.0,94289.0,1618.0
2021-04-02,North America,35310566.0,809541.0,79557.0,1200.0
2021-04-03,North America,35385467.0,810503.0,74901.0,962.0
2021-04-04,North America,35427976.0,810984.0,42509.0,481.0
2021-04-05,North America,35517861.0,811828.0,89885.0,844.0
2021-04-06,North America,35601746.0,813397.0,83885.0,1569.0
2021-04-07,North America,35693310.0,816696.0,91564.0,3299.0
2021-04-08,North America,35791663.0,818362.0,98353.0,1666.0
2021-04-09,North America,35895587.0,820279.0,103924.0,1917.0
2021-04-10,North America,35980638.0,823269.0,85051.0,2990.0
2021-04-11,North America,36040330.0,823775.0,59692.0,506.0
2021-04-12,North America,36125264.0,824736.0,84934.0,961.0
2021-04-13,North America,36223182.0,826280.0,97918.0,1544.0
2021-04-14,North America,36318111.0,827924.0,94929.0,1644.0
2021-04-15,North America,36412856.0,829371.0,94745.0,1447.0
2021-04-16,North America,36512957.0,830857.0,100101.0,1486.0
2021-04-17,North America,36581414.0,832194.0,68457.0,1337.0
2021-04-18,North America,36636567.0,832721.0,55153.0,527.0
2021-04-19,North America,36721481.0,833442.0,84914.0,721.0
2021-04-20,North America,36800193.0,834986.0,78712.0,1544.0
2021-04-21,North America,36881464.0,836514.0,81271.0,1528.0
2021-04-22,North America,36970088.0,838153.0,88624.0,1639.0
2021-04-23,North America,37051725.0,839500.0,81637.0,1347.0
2021-04-24,North America,37121529.0,840674.0,69804.0,1174.0
2021-04-25,North America,37166591.0,841172.0,45062.0,498.0
2021-04-26,North America,37229141.0,841942.0,62550.0,770.0
2021-04-27,North America,37295514.0,843243.0,66373.0,1301.0
2020-01-22,Oceania,0.0,0.0,,
2020-01-23,Oceania,0.0,0.0,0.0,0.0
2020-01-24,Oceania,0.0,0.0,0.0,0.0
2020-01-25,Oceania,0.0,0.0,0.0,0.0
2020-01-26,Oceania,4.0,0.0,4.0,0.0
2020-01-27,Oceania,5.0,0.0,1.0,0.0
2020-01-28,Oceania,5.0,0.0,0.0,0.0
2020-01-29,Oceania,6.0,0.0,1.0,0.0
2020-01-30,Oceania,9.0,0.0,3.0,0.0
2020-01-31,Oceania,9.0,0.0,0.0,0.0
2020-02-01,Oceania,12.0,0.0,3.0,0.0
2020-02-02,Oceania,12.0,0.0,0.0,0.0
2020-02-03,Oceania,12.0,0.0,0.0,0.0
2020-02-04,Oceania,13.0,0.0,1.0,0.0
2020-02-05,Oceania,13.0,0.0,0.0,0.0
2020-02-06,Oceania,14.0,0.0,1.0,0.0
2020-02-07,Oceania,15.0,0.0,1.0,0.0
2020-02-08,Oceania,15.0,0.0,0.0,0.0
2020-02-09,Oceania,15.0,0.0,0.0,0.0
2020-02-10,Oceania,15.0,0.0,0.0,0.0
2020-02-11,Oceania,15.0,0.0,0.0,0.0
2020-02-12,Oceania,15.0,0.0,0.0,0.0
2020-02-13,Oceania,15.0,0.0,0.0,0.0
2020-02-14,Oceania,15.0,0.0,0.0,0.0
2020-02-15,Oceania,15.0,0.0,0.0,0.0
2020-02-16,Oceania,15.0,0.0,0.0,0.0
2020-02-17,Oceania,15.0,0.0,0.0,0.0
2020-02-18,Oceania,15.0,0.0,0.0,0.0
2020-02-19,Oceania,15.0,0.0,0.0,0.0
2020-02-20,Oceania,15.0,0.0,0.0,0.0
2020-02-21,Oceania,15.0,0.0,0.0,0.0
2020-02-22,Oceania,15.0,0.0,0.0,0.0
2020-02-23,Oceania,15.0,0.0,0.0,0.0
2020-02-24,Oceania,15.0,0.0,0.0,0.0
2020-02-25,Oceania,15.0,0.0,0.0,0.0
2020-02-26,Oceania,15.0,0.0,0.0,0.0
2020-02-27,Oceania,15.0,0.0,0.0,0.0
2020-02-28,Oceania,16.0,0.0,1.0,0.0
2020-02-29,Oceania,26.0,0.0,10.0,0.0
2020-03-01,Oceania,28.0,1.0,2.0,1.0
2020-03-02,Oceania,31.0,1.0,3.0,0.0
2020-03-03,Oceania,40.0,1.0,9.0,0.0
2020-03-04,Oceania,55.0,2.0,15.0,1.0
2020-03-05,Oceania,58.0,2.0,3.0,0.0
2020-03-06,Oceania,64.0,2.0,6.0,0.0
2020-03-07,Oceania,68.0,2.0,4.0,0.0
2020-03-08,Oceania,81.0,3.0,13.0,1.0
2020-03-09,Oceania,96.0,3.0,15.0,0.0
2020-03-10,Oceania,112.0,3.0,16.0,0.0
2020-03-11,Oceania,133.0,3.0,21.0,0.0
2020-03-12,Oceania,133.0,3.0,0.0,0.0
2020-03-13,Oceania,205.0,3.0,72.0,0.0
2020-03-14,Oceania,256.0,3.0,51.0,0.0
2020-03-15,Oceania,305.0,3.0,49.0,0.0
2020-03-16,Oceania,385.0,3.0,80.0,0.0
2020-03-17,Oceania,464.0,5.0,79.0,2.0
2020-03-18,Oceania,588.0,6.0,124.0,1.0
2020-03-19,Oceania,710.0,6.0,122.0,0.0
2020-03-20,Oceania,832.0,7.0,122.0,1.0
2020-03-21,Oceania,1125.0,7.0,293.0,0.0
2020-03-22,Oceania,1654.0,7.0,529.0,0.0
2020-03-23,Oceania,1788.0,7.0,134.0,0.0
2020-03-24,Oceania,2204.0,8.0,416.0,1.0
2020-03-25,Oceania,2575.0,8.0,371.0,0.0
2020-03-26,Oceania,3099.0,13.0,524.0,5.0
2020-03-27,Oceania,3517.0,13.0,418.0,0.0
2020-03-28,Oceania,4097.0,14.0,580.0,1.0
2020-03-29,Oceania,4504.0,17.0,407.0,3.0
2020-03-30,Oceania,4956.0,18.0,452.0,1.0
2020-03-31,Oceania,5212.0,19.0,256.0,1.0
2020-04-01,Oceania,5576.0,21.0,364.0,2.0
2020-04-02,Oceania,5921.0,25.0,345.0,4.0
2020-04-03,Oceania,6206.0,29.0,285.0,4.0
2020-04-04,Oceania,6513.0,31.0,307.0,2.0
2020-04-05,Oceania,6739.0,36.0,226.0,5.0
2020-04-06,Oceania,6919.0,41.0,180.0,5.0
2020-04-07,Oceania,7072.0,46.0,153.0,5.0
2020-04-08,Oceania,7237.0,51.0,165.0,5.0
2020-04-09,Oceania,7364.0,52.0,127.0,1.0
2020-04-10,Oceania,7516.0,56.0,152.0,4.0
2020-04-11,Oceania,7633.0,61.0,117.0,5.0
2020-04-12,Oceania,7663.0,64.0,30.0,3.0
2020-04-13,Oceania,7718.0,66.0,55.0,2.0
2020-04-14,Oceania,7799.0,71.0,81.0,5.0
2020-04-15,Oceania,7844.0,72.0,45.0,1.0
2020-04-16,Oceania,7887.0,72.0,43.0,0.0
2020-04-17,Oceania,7955.0,77.0,68.0,5.0
2020-04-18,Oceania,8014.0,78.0,59.0,1.0
2020-04-19,Oceania,8065.0,79.0,51.0,1.0
2020-04-20,Oceania,8088.0,79.0,23.0,0.0
2020-04-21,Oceania,8115.0,80.0,27.0,1.0
2020-04-22,Oceania,8129.0,81.0,14.0,1.0
2020-04-23,Oceania,8144.0,92.0,15.0,11.0
2020-04-24,Oceania,8164.0,97.0,20.0,5.0
2020-04-25,Oceania,8190.0,98.0,26.0,1.0
2020-04-26,Oceania,8209.0,102.0,19.0,4.0
2020-04-27,Oceania,8219.0,102.0,10.0,0.0
2020-04-28,Oceania,8244.0,108.0,25.0,6.0
2020-04-29,Oceania,8254.0,110.0,10.0,2.0
2020-04-30,Oceania,8271.0,112.0,17.0,2.0
2020-05-01,Oceania,8289.0,113.0,18.0,1.0
2020-05-02,Oceania,8312.0,114.0,23.0,1.0
2020-05-03,Oceania,8335.0,115.0,23.0,1.0
2020-05-04,Oceania,8359.0,116.0,24.0,1.0
2020-05-05,Oceania,8389.0,118.0,30.0,2.0
2020-05-06,Oceania,8409.0,118.0,20.0,0.0
2020-05-07,Oceania,8429.0,118.0,20.0,0.0
2020-05-08,Oceania,8436.0,118.0,7.0,0.0
2020-05-09,Oceania,8459.0,118.0,23.0,0.0
2020-05-10,Oceania,8471.0,118.0,12.0,0.0
2020-05-11,Oceania,8493.0,118.0,22.0,0.0
2020-05-12,Oceania,8503.0,119.0,10.0,1.0
2020-05-13,Oceania,8512.0,119.0,9.0,0.0
2020-05-14,Oceania,8543.0,119.0,31.0,0.0
2020-05-15,Oceania,8559.0,119.0,16.0,0.0
2020-05-16,Oceania,8569.0,119.0,10.0,0.0
2020-05-17,Oceania,8579.0,120.0,10.0,1.0
2020-05-18,Oceania,8593.0,120.0,14.0,0.0
2020-05-19,Oceania,8601.0,121.0,8.0,1.0
2020-05-20,Oceania,8610.0,121.0,9.0,0.0
2020-05-21,Oceania,8625.0,122.0,15.0,1.0
2020-05-22,Oceania,8629.0,122.0,4.0,0.0
2020-05-23,Oceania,8644.0,123.0,15.0,1.0
2020-05-24,Oceania,8644.0,123.0,0.0,0.0
2020-05-25,Oceania,8656.0,123.0,12.0,0.0
2020-05-26,Oceania,8669.0,124.0,13.0,1.0
2020-05-27,Oceania,8680.0,125.0,11.0,1.0
2020-05-28,Oceania,8695.0,125.0,15.0,0.0
2020-05-29,Oceania,8714.0,125.0,19.0,0.0
2020-05-30,Oceania,8722.0,125.0,8.0,0.0
2020-05-31,Oceania,8732.0,125.0,10.0,0.0
2020-06-01,Oceania,8751.0,124.0,19.0,-1.0
2020-06-02,Oceania,8759.0,124.0,8.0,0.0
2020-06-03,Oceania,8770.0,124.0,11.0,0.0
2020-06-04,Oceania,8777.0,124.0,7.0,0.0
2020-06-05,Oceania,8782.0,124.0,5.0,0.0
2020-06-06,Oceania,8789.0,124.0,7.0,0.0
2020-06-07,Oceania,8795.0,124.0,6.0,0.0
2020-06-08,Oceania,8797.0,124.0,2.0,0.0
2020-06-09,Oceania,8804.0,124.0,7.0,0.0
2020-06-10,Oceania,8815.0,124.0,11.0,0.0
2020-06-11,Oceania,8819.0,124.0,4.0,0.0
2020-06-12,Oceania,8824.0,124.0,5.0,0.0
2020-06-13,Oceania,8850.0,124.0,26.0,0.0
2020-06-14,Oceania,8865.0,124.0,15.0,0.0
2020-06-15,Oceania,8879.0,124.0,14.0,0.0
2020-06-16,Oceania,8902.0,124.0,23.0,0.0
2020-06-17,Oceania,8924.0,124.0,22.0,0.0
2020-06-18,Oceania,8942.0,124.0,18.0,0.0
2020-06-19,Oceania,8946.0,124.0,4.0,0.0
2020-06-20,Oceania,8998.0,124.0,52.0,0.0
2020-06-21,Oceania,9013.0,124.0,15.0,0.0
2020-06-22,Oceania,9034.0,124.0,21.0,0.0
2020-06-23,Oceania,9064.0,125.0,30.0,1.0
2020-06-24,Oceania,9105.0,126.0,41.0,1.0
2020-06-25,Oceania,9143.0,126.0,38.0,0.0
2020-06-26,Oceania,9152.0,126.0,9.0,0.0
2020-06-27,Oceania,9241.0,126.0,89.0,0.0
2020-06-28,Oceania,9321.0,126.0,80.0,0.0
2020-06-29,Oceania,9391.0,126.0,70.0,0.0
2020-06-30,Oceania,9477.0,126.0,86.0,0.0
2020-07-01,Oceania,9560.0,126.0,83.0,0.0
2020-07-02,Oceania,9625.0,126.0,65.0,0.0
2020-07-03,Oceania,9819.0,126.0,194.0,0.0
2020-07-04,Oceania,10005.0,126.0,186.0,0.0
2020-07-05,Oceania,10147.0,128.0,142.0,2.0
2020-07-06,Oceania,10323.0,128.0,176.0,0.0
2020-07-07,Oceania,10455.0,128.0,132.0,0.0
2020-07-08,Oceania,10628.0,128.0,173.0,0.0
2020-07-09,Oceania,10953.0,128.0,325.0,0.0
2020-07-10,Oceania,11133.0,129.0,180.0,1.0
2020-07-11,Oceania,11378.0,130.0,245.0,1.0
2020-07-12,Oceania,11561.0,130.0,183.0,0.0
2020-07-13,Oceania,11833.0,130.0,272.0,0.0
2020-07-14,Oceania,12071.0,133.0,238.0,3.0
2020-07-15,Oceania,12395.0,135.0,324.0,2.0
2020-07-16,Oceania,12819.0,138.0,424.0,3.0
2020-07-17,Oceania,13032.0,140.0,213.0,2.0
2020-07-18,Oceania,13397.0,144.0,365.0,4.0
2020-07-19,Oceania,13666.0,145.0,269.0,1.0
2020-07-20,Oceania,14029.0,149.0,363.0,4.0
2020-07-21,Oceania,14503.0,151.0,474.0,2.0
2020-07-22,Oceania,14914.0,155.0,411.0,4.0
2020-07-23,Oceania,15209.0,161.0,295.0,6.0
2020-07-24,Oceania,15565.0,167.0,356.0,6.0
2020-07-25,Oceania,16025.0,177.0,460.0,10.0
2020-07-26,Oceania,16580.0,183.0,555.0,6.0
2020-07-27,Oceania,16949.0,189.0,369.0,6.0
2020-07-28,Oceania,17231.0,198.0,282.0,9.0
2020-07-29,Oceania,17948.0,212.0,717.0,14.0
2020-07-30,Oceania,18553.0,220.0,605.0,8.0
2020-07-31,Oceania,18941.0,226.0,388.0,6.0
2020-08-01,Oceania,19578.0,233.0,637.0,7.0
2020-08-02,Oceania,20022.0,246.0,444.0,13.0
2020-08-03,Oceania,20435.0,257.0,413.0,11.0
2020-08-04,Oceania,21155.0,272.0,720.0,15.0
2020-08-05,Oceania,21639.0,280.0,484.0,8.0
2020-08-06,Oceania,22031.0,292.0,392.0,12.0
2020-08-07,Oceania,22482.0,304.0,451.0,12.0
2020-08-08,Oceania,22868.0,321.0,386.0,17.0
2020-08-09,Oceania,23207.0,339.0,339.0,18.0
2020-08-10,Oceania,23524.0,357.0,317.0,18.0
2020-08-11,Oceania,23938.0,378.0,414.0,21.0
2020-08-12,Oceania,24261.0,387.0,323.0,9.0
2020-08-13,Oceania,24643.0,401.0,382.0,14.0
2020-08-14,Oceania,24943.0,405.0,300.0,4.0
2020-08-15,Oceania,25208.0,422.0,265.0,17.0
2020-08-16,Oceania,25540.0,447.0,332.0,25.0
2020-08-17,Oceania,25777.0,464.0,237.0,17.0
2020-08-18,Oceania,26013.0,476.0,236.0,12.0
2020-08-19,Oceania,26265.0,489.0,252.0,13.0
2020-08-20,Oceania,26461.0,499.0,196.0,10.0
2020-08-21,Oceania,26662.0,512.0,201.0,13.0
2020-08-22,Oceania,26874.0,529.0,212.0,17.0
2020-08-23,Oceania,27027.0,544.0,153.0,15.0
2020-08-24,Oceania,27172.0,552.0,145.0,8.0
2020-08-25,Oceania,27346.0,576.0,174.0,24.0
2020-08-26,Oceania,27471.0,599.0,125.0,23.0
2020-08-27,Oceania,27614.0,611.0,143.0,12.0
2020-08-28,Oceania,27755.0,629.0,141.0,18.0
2020-08-29,Oceania,27880.0,640.0,125.0,11.0
2020-08-30,Oceania,27971.0,681.0,91.0,41.0
2020-08-31,Oceania,28058.0,686.0,87.0,5.0
2020-09-01,Oceania,28169.0,692.0,111.0,6.0
2020-09-02,Oceania,28308.0,707.0,139.0,15.0
2020-09-03,Oceania,28400.0,766.0,92.0,59.0
2020-09-04,Oceania,28482.0,779.0,82.0,13.0
2020-09-05,Oceania,28569.0,784.0,87.0,5.0
2020-09-06,Oceania,28625.0,793.0,56.0,9.0
2020-09-07,Oceania,28683.0,801.0,58.0,8.0
2020-09-08,Oceania,28787.0,812.0,104.0,11.0
2020-09-09,Oceania,28852.0,819.0,65.0,7.0
2020-09-10,Oceania,28896.0,828.0,44.0,9.0
2020-09-11,Oceania,28942.0,834.0,46.0,6.0
2020-09-12,Oceania,28988.0,841.0,46.0,7.0
2020-09-13,Oceania,29032.0,848.0,44.0,7.0
2020-09-14,Oceania,29083.0,848.0,51.0,0.0
2020-09-15,Oceania,29123.0,857.0,40.0,9.0
2020-09-16,Oceania,29170.0,865.0,47.0,8.0
2020-09-17,Oceania,29218.0,870.0,48.0,5.0
2020-09-18,Oceania,29244.0,877.0,26.0,7.0
2020-09-19,Oceania,29261.0,882.0,17.0,5.0
2020-09-20,Oceania,29276.0,885.0,15.0,3.0
2020-09-21,Oceania,29306.0,888.0,30.0,3.0
2020-09-22,Oceania,29355.0,893.0,49.0,5.0
2020-09-23,Oceania,29366.0,895.0,11.0,2.0
2020-09-24,Oceania,29392.0,903.0,26.0,8.0
2020-09-25,Oceania,29411.0,904.0,19.0,1.0
2020-09-26,Oceania,29437.0,906.0,26.0,2.0
2020-09-27,Oceania,29441.0,909.0,4.0,3.0
2020-09-28,Oceania,29454.0,916.0,13.0,7.0
2020-09-29,Oceania,29480.0,920.0,26.0,4.0
2020-09-30,Oceania,29510.0,922.0,30.0,2.0
2020-10-01,Oceania,29528.0,924.0,18.0,2.0
2020-10-02,Oceania,29541.0,927.0,13.0,3.0
2020-10-03,Oceania,29561.0,928.0,20.0,1.0
2020-10-04,Oceania,29575.0,928.0,14.0,0.0
2020-10-05,Oceania,29603.0,929.0,28.0,1.0
2020-10-06,Oceania,29615.0,931.0,12.0,2.0
2020-10-07,Oceania,29643.0,931.0,28.0,0.0
2020-10-08,Oceania,29673.0,931.0,30.0,0.0
2020-10-09,Oceania,29695.0,931.0,22.0,0.0
2020-10-10,Oceania,29715.0,932.0,20.0,1.0
2020-10-11,Oceania,29742.0,932.0,27.0,0.0
2020-10-12,Oceania,29781.0,933.0,39.0,1.0
2020-10-13,Oceania,29810.0,938.0,29.0,5.0
2020-10-14,Oceania,29845.0,938.0,35.0,0.0
2020-10-15,Oceania,29864.0,938.0,19.0,0.0
2020-10-16,Oceania,29874.0,938.0,10.0,0.0
2020-10-17,Oceania,29892.0,938.0,18.0,0.0
2020-10-18,Oceania,29901.0,939.0,9.0,1.0
2020-10-19,Oceania,29908.0,939.0,7.0,0.0
2020-10-20,Oceania,29971.0,939.0,63.0,0.0
2020-10-21,Oceania,29989.0,939.0,18.0,0.0
2020-10-22,Oceania,30019.0,939.0,30.0,0.0
2020-10-23,Oceania,30049.0,939.0,30.0,0.0
2020-10-24,Oceania,30068.0,939.0,19.0,0.0
2020-10-25,Oceania,30085.0,939.0,17.0,0.0
2020-10-26,Oceania,30105.0,939.0,20.0,0.0
2020-10-27,Oceania,30125.0,941.0,20.0,2.0
2020-10-28,Oceania,30145.0,941.0,20.0,0.0
2020-10-29,Oceania,30162.0,941.0,17.0,0.0
2020-10-30,Oceania,30175.0,941.0,13.0,0.0
2020-10-31,Oceania,30187.0,941.0,12.0,0.0
2020-11-01,Oceania,30197.0,941.0,10.0,0.0
2020-11-02,Oceania,30217.0,941.0,20.0,0.0
2020-11-03,Oceania,30239.0,941.0,22.0,0.0
2020-11-04,Oceania,30249.0,941.0,10.0,0.0
2020-11-05,Oceania,30263.0,941.0,14.0,0.0
2020-11-06,Oceania,30273.0,941.0,10.0,0.0
2020-11-07,Oceania,30285.0,941.0,12.0,0.0
2020-11-08,Oceania,30298.0,941.0,13.0,0.0
2020-11-09,Oceania,30306.0,941.0,8.0,0.0
2020-11-10,Oceania,30310.0,941.0,4.0,0.0
2020-11-11,Oceania,30318.0,941.0,8.0,0.0
2020-11-12,Oceania,30323.0,941.0,5.0,0.0
2020-11-13,Oceania,30333.0,941.0,10.0,0.0
2020-11-14,Oceania,30365.0,941.0,32.0,0.0
